candidate_id,contrast,basin_id,field_id,n_families,gain,warning_seed_count,fit_warning,self_comparison
MLP_64_32,c_vs_frozen_et,Browse Basin,Prelude,3,-2.1074948691697752,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_64_32,c_vs_frozen_et,Gippsland Basin,Cobia,2,-2.364099674472257,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_64_32,c_vs_frozen_et,Gippsland Basin,Fortescue,2,-1.5768294536648568,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_64_32,c_vs_frozen_et,Northern Carnarvon Basin,Gorgon,3,-4.809128301832921,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_64_32,c_vs_frozen_et,Otway Basin,Geographe,2,-2.4206260363549887,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_64_32,c_vs_frozen_et,Otway Basin,Thylacine,2,-3.2336068453579916,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_md_only,Bonaparte Basin,Montara,3,-1.5462171811047956,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_md_only,Browse Basin,Ichthys,2,-3.161324350666149,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_md_only,Browse Basin,Prelude,3,-4.215445201447456,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_md_only,Gippsland Basin,Cobia,2,-5.810488684361175,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_md_only,Gippsland Basin,Fortescue,2,-2.5869501002321584,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_md_only,Northern Carnarvon Basin,Gorgon,3,-6.264618447837286,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_md_only,Otway Basin,Geographe,2,-0.8488712126925968,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_md_only,Otway Basin,Thylacine,2,-2.4854143329291998,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_source_median,Bonaparte Basin,Montara,3,-3.718365039489545,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_source_median,Browse Basin,Ichthys,2,-3.087377924117682,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_source_median,Browse Basin,Prelude,3,-0.0348421364590046,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_source_median,Gippsland Basin,Cobia,2,0.3531700908569384,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_source_median,Gippsland Basin,Fortescue,2,-1.0729370144035073,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_source_median,Northern Carnarvon Basin,Gorgon,3,-0.5385025571554062,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_source_median,Otway Basin,Geographe,2,-0.3021255915365151,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_source_median,Otway Basin,Thylacine,2,-0.6002867308869915,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_frozen_et,Bonaparte Basin,Montara,3,-3.9473132018665495,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_frozen_et,Browse Basin,Ichthys,2,-3.896752503700611,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_frozen_et,Browse Basin,Prelude,3,-2.152051937439822,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_frozen_et,Gippsland Basin,Cobia,2,-2.8168790960346257,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_frozen_et,Gippsland Basin,Fortescue,2,-2.54899027691539,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_frozen_et,Northern Carnarvon Basin,Gorgon,3,-4.271598164842153,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_frozen_et,Otway Basin,Geographe,2,-2.027184236390493,5,ConvergenceWarning: frozen max_iter=80 retained,False
MLP_96_48,c_vs_frozen_et,Otway Basin,Thylacine,2,-3.9154457412187167,5,ConvergenceWarning: frozen max_iter=80 retained,False
